text_type,text
ham,march real options conference this is a draft of what i was thinking of presenting i was not planning to go over any specific options or opas these are covered by confidentiality clauses and i have to be careful from a competitive standpoint but to give the audience a few of the real world applications and challenges i welcome any thoughts or comments gary from peter tufano smtp ptufano hbs edu sent friday february 18 2000 4 56 pm to vkamins ect enron com gljackson 2 tva gov subject march real options conference dear vince and gary we are all speaking at the march real options session in ny my work in real options in the energy field has come to a large part from my casewriting in your two organizations so i feel that w
ham,full version i ll have a look i haven t much time but can certainly get you a quick reaction at least best darrell x lotus fromdomain ect from vince j kaminski to duffie stanford edu date thu 10 aug 2000 14 04 47 0500 subject full version mime version 1 0 content disposition inline x uidl 9 fef 7462 afa 5 d 4 ee 6 co 4 c 9 co 2 df 71 b 25 x keywordsdarrell grant just alerted me that i sent you only part of the text here is the full chapter with an aged version of gran t part what i sent you represents an update of his contribution sorry for that vince see attached file volo 720 doc darrell duffie mail gsb stanford ca 94305 5015 usa phone 650 723 1976 fax 650 725 7979 email duffie stanford
ham,pro opticus good morning all below is an email from kevin sweeney inquiring about a software demo that he thought might have been in our group if anyone had this demo please let vince know thanks shirleyforwarded by vince j kaminski hou ect on 11 06 2000 05 10 pm kevin sweeney 10 23 2000 06 53 am to vince j kaminski hou ect ect cc kara maloney na enron enron mario de la ossa na enron enron matt a brown hou ect ect subject pro opticus vince i understand that you or someone in your group had a demo from the above group last friday i was wondering if this was part of a push to bring more options analytics to the traders desks and if so if you could explain what that effort looks like one
ham,spring 2001 energy finance conference participation louise would you consider being a keynote speaker at this conference feb 22 evening the conference will be held in austin we have a very good relationship with ut and we are helping them to organize this conference i shall be glad to provide you more information about the event vinceforwarded by vince j kaminski hou ect on 11 02 2000 02 52 pm ehud i ronn on 11 02 2000 10 57 00 am to vince j kaminski enron com cc subject spring 2001 energy finance conference participation vince as promised enclosed please find a brief description of the proposed feb 22 23 energy finance conference suitable for dissemination to your colleagues as director o
ham,confirmation of your order yes i am the one that placed it gwyn told me she would be starting on march 19 th did you not know about it vince j kaminski 03 05 2001 11 35 am to shirley crenshaw hou ect ect cc subject confirmation of your order shirley do you know about it vinceforwarded by vince j kaminski hou ect on 03 05 2001 11 35 am enron it purchasing 03 05 2001 11 09 am please respond to enron it purchasing sent by ecthou domwebl to shirley crenshaw hou ect ect cc vince j kaminski hou ect ect subject confirmation of your order this is an automatic confirmation of the request you have placed using it central request number ecth 4 ujn 5 l order for mitra mujica 1 x option 128
ham,risk book translation dear professor kaminski thanks for spending your very valuable time to take trouble to arrange our contact with the risk staffs i will appreciate very much masayuki fujita
ham,fw research allocations to egm vince can you tell me where to get this info forwarded by shirley crenshaw hou ect on 04 25 2001 03 53 pm from becky pham enron enronxgate on 04 25 2001 10 58 am to shirley crenshaw hou ect ect cc diane fellers enron enronxgate subject fw research allocations to egm back in november of last year you have indicated that 40 of the 17 5 40 of 17 5 is 7 that we are allocating to egm should be billed to gary hickson s group gary is asking for further broken down of this 40 to his world can you check with vince to see what portion of the 7 should be charged to equity trading rate currency trading agricultural trading origination and convertible trading and can i get t
ham,next eprm article hi vince the next article is due by the end of the week apologies for the lateness could you have a look at the attached draft and let us have your comments in the next couple of days thanks les eprm 08 analytical pricing zip
ham,a resume for john lavorato thanks vince i will get moving on it right away molly vince j kaminski 02 21 2001 05 55 pm to molly magee hou ect ect cc vince j kaminski hou ect ect subject a resume for john lavorato molly please make arrangements for the interview with this candidate for a trading position interviews with john lavorato jeff shankman gary hickerson stinson gibner i talked to him in new york and he is considering other opportunities so we have to act fast i think john will like him more than punit thanks
ham,karthik rajan i spoke with karthik this morning about our offer and answered some additional questions that he had he has accepted our offer but with one additional request he would now like for us to ship his car i asked him why he couldn t drive it down here and he said that it was too old i am going to check with relocation for an approximate cost and will get back to you thanks molly x 34804
ham,fas 133 offsite zimin lu will also be attending from research he will be responsible for a lot of the options modeling that may be required as part of the fas 133 process vasant from paige b grumulaitis 02 08 2000 10 17 am to vasant shanbhogue hou ect ect cc subject fas 133 offsite this is the offsite i was referring to this is for enron contracts that apply not customer s issues or product design please let me know who we can get to help us along the way forwarded by paige b grumulaitis hou ect on 02 08 2000 10 14 am enron north america corp from donna jones 02 07 2000 05 58 pm to paige b grumulaitis hou ect ect ron baker corp enron enron li n chan hou ect ect georgeanne hodges hou e
ham,london visit fyiforwarded by shirley crenshaw hou ect on 09 28 2000 10 27 am vince j kaminski 09 18 2000 04 38 pm to paul e day uk arthurandersen com enron cc vince j kaminski hou ect ect shirley crenshaw hou ect ect subject london visit paul i shall be in london in the beginning of october i shall notify you about the timing of my trip later this week vince paul e day uk arthurandersen com on 09 18 2000 03 29 50 pm to vince j kaminski enron com cc subject london visit i understand this has been cancelled no problem life is kind of hectic here anyway why don t we try to rearrange next time you re over kind regards paul day to paul e day cc vince j kaminski enro
ham,time sheets hello everyone not very many of you have filled out your timesheet in the excel spreadsheet if you cannot access the o drive you will need to fill out one by hand until you can get access whichever way i need them today thanks shirley
ham,congratulations vince thanks for your note and congratulations backatcha i was thrilled to see your name on the list as well kristina
ham,boss s day hey everyone i know you may not be aware that boss s day oct 16 2000 we will celebrate as a group in the staff meeting on oct 19 th with the big boss vince kaminski and all the others however if you would like to do something special for our boss please inform me whereby i can make arrangements thanks kevin moore
ham,paper hey vince i understand that alex butler has sent you a copy of the schwartz paper i have a copy of my paper attached to this e mail it was good to see you again and i hope you enjoyed your visit to lsu sincerely tom arnold gopop pdf
ham,interview on friday may 5 th good morning norberto enron corp research would like you to come in for an informal interview friday may 5 beginning at 1 30 pm following is a tentative schedule vasant shanbhogue 1 30 pm vince kaminski 1 45 pm clayton vernon 2 00 pm stinson gibner 2 15 pm tanya tamarchenko 2 30 pm grant masson 2 45 pm please let me know if these times work for you thank you shirley crenshaw 713 853 5290
ham,dhabol jeff we shall forward to you shortly a copy of the message from sandeep with the numbers you have requested what follows below are the extracts from two recent articles on the power situation in india published by the financial times the first article describes recent power outage in northern india affecting millions of people one possible line of defense is pointing out to the value of output lost due to power shortages it is obvious that the value of lost production exceeds the cost of power produced by the dhabol plant expensive as it may be the power cut affected 230 million people the second article is enron specific vince asia pacific power failure hits north india financial times jan 3 2001 by angus donald tens of millions of people were left
ham,rodeo vince it was a pleasure to meet you last week at our rodeo night i am glad you could join us i am going to fax you the invitation to the houston symphony partners party that we discussed i hope you can attend keep in touch and let s get together for lunch and or seeing american beauty jana phillips 713 658 9296
ham,congratulations you did again i just read about your most recent accomplishment congratulations on your promotion go vince go vince go vince sending warmest regards trang
ham,asian option for pavel our convention is whoever finalizes the model should write the documentation it does not make sense to write one when changes are anticipated you have been working on this almost a year it never strikes you that we need a documentation i created exotica xll does that also give you an excuse not working on exotica documentation zimin paulo issler 05 02 2001 11 52 am to zimin lu hou ect ect cc tai woo enron enronxgate enron pavel zadorozhny enron enronxgate subject asian option for pavel i am surprised that we do not have the documentation ready i can make that for you it is not there because you did not put that together by the time it was created and all the changes i have made did not required changes on the functionality paulo
ham,naphtha hedge for 2001 folks i am forwarding this in order for the team to focus on the naphtha issue please note that as phase ii comes on line blocks b and c will first have to run on naphtha for a period of 3 6 months this will hit us some time in 2001 hence is a more urgent issue than lng which is still a year away if there are delays in the commissioning of the regas terminal the period on naphtha could further prolong the naphtha market is more volatile than the crude market and is not as deep hence we need to take small positions early on to test the market dpc board has already approved a risk management policy that allows for hedging we may need to look into options that are costless selling put and buying call to begin with and test while only block a
ham,hello molly kim watson would like us to bring jacob for another interview we can do it later this week vince vinceforwarded by vince j kaminski hou ect on 05 01 2001 02 22 pm from kimberly watson enron enronxgate on 05 01 2001 09 17 am to vince j kaminski hou ect ect cc subject hello hi vince if you are still interested in bringing back this gentleman back for another interview i would very much like to meet with him sean talked with him when you brought him in a few weeks ago and he thought it would be a good idea for me to meet with him so we can compare thoughts thanks kim original message from kaminski vince sent monday april 16 2001 1 21 pm to watson kimberly cc krishnarao
ham,real option conference vince i was brought to my attention that an interesting real option conference is taking place in march 27 28 i would like to attend this conference if possible thanks alex
ham,eol phase 2 deal all i have written the option pricing formula for european euro american amer and asian agc options i have also cited the references for each option the function names in are the option models in the enron exotica options library you do not have to have outside programmer to duplicate our work since we have constructed and tested these models if you have any questions please let me know zimin vince j kaminski 06 30 2000 02 31 pm to michael danielson hou ect ect cc stinson gibner hou ect ect zimin lu hou ect ect vince j kaminski hou ect ect subject eol phase 2 michael please contact zimin lu vince kaminski michael danielson 06 30 2000 01 10 pm to vince j kaminski hou ect ect mike a roberts hou ect ect
ham,check out here is the rfc that was written in 1994 about the internet of 2020 i mentioned i hope you find it as enlightening as i did and enjoy it as well click he http info internet isi edu in notes rfc files rfcl 607 txt mak
ham,amitava is diverted where does this stand we really need amitavas full time focus benjamin parsons 27 10 2000 07 50 to mike mumford lon ect ect cc steven leppard lon ect ect bryan seyfried lon ect ect nigel price lon ect ect subject amitava is diverted presumably if the eastern credit reserve issues take lots of his time away from enroncredit we could extend his stay for another week especially as it s unlikely we could get vasant over in the foreseeable future ben mike mumford 26 10 2000 18 20 to bryan seyfried lon ect ect cc qlist subject amitava is diverted bryan just fyi amitava will be diverted for an unspecified portion of his stay here next week the did the initial coding for software pricing systems used to value the east
ham,congratulations thanks vince i was in midland yesterday so i just saw the announcement congrats yourself vince j kaminski 01 11 2000 10 02 am to bradford larson hou ect ect cc subject congratulations brad congratulations well deserved vince
ham,organizational changes as enron s broadband services business grows we will continue to position the company to take advantage of the significant opportunities in this market and meet the needs of our global customers with that in mind we ve made a number of changes within the office of the chairman of enron broadband services aimed at providing a better focus on the key objectives of the organization joe hirko and ken rice previously co ceos of enron broadband services will continue to jointly manage the strategic direction of the company joe will continue as ceo and will be responsible for the primary executive management of ebs as well as network build out bos development cross market capabilities and staff functions ken will assume the role of chief commercia
ham,releasing different versions of vatrfacs code winston and jin for last half year the following developments were implemented by jin for vatrfacs code the calibration code for var 1 weighting the log returns with exponential decay factor while calculating correlations 2 calculating factors and correlations for uk curves 3 joint estimation of factor loading for selected groups of commodities 4 alternative method for collecting historical data for correlations calculation based on fixed contract instead of collecting prompt prompt 1 etc prices in order to release these developments research has to have each version under clearcase then we will 1 run vatrfacs code in stage environment stage has been refreshed recently 2 run var code in stage and validat
ham,caida metrics wg meeting 2 mar 00 fwd hi amy jim irvine ebs head of network planning and i team lead ebs research will attend the meeting we will have our assistances christine blair kristy carnes respectively arrange the trip we will plan to come in the night before and return on march 2 00 also either vince kaminski md and head of enron research or stinson gibner vp enron research may also attend they will let me know shortly if they plan to attend regards ravi p s our company name has been changed to enron broadband services kristy christine please make the appropriate travel arrangements the place time etc are listed amy sdsc edu 02 24 00 07 07 pm to ravi thuraisingham enron communications enron communications cc subject c
ham,my resume we ll get this offer out today vince molly original message from kaminski vince sent friday april 13 2001 10 03 am to molly magee hou ect enron cc kaminski vince crenshaw shirley huang alex subject my resume molly we would like to bring this student as a summer intern the last one we are running out of space i shall send you another message regarding his proposed dates thanks i hope you have a very happy easter vinceforwarded by vince j kaminski hou ect on 04 13 2001 10 03 am zhendong xia on 04 12 2001 03 58 25 pm to vince j kaminski enron com cc subject my resume hi dr kaminski glad to get your reply here is my resueme if you wanna know more about m
ham,program attached march ny ro conference participation confirmation the current version of the conference program is attached please confirm your participation as speaker and confirm your presentation title as listed on the attached conference program by next tuesday the program is about to be sent to the printers next week please cc your reply also to gordon sick rogroup com lenos nymarch 2000 conferencetimes doc lenos trigeorgis professor of finance university of cyprus dept of business 75 kallipoleos po box 20537 cy 1678 nicosia cyprus tel 357 2 892261 fax 339063
ham,ming sit dennis i talked to ming for only short time and am concerned about the cons scott mentioned i would like to know what your assessment is like also i would like vince ronnie myself to talk to ming over the phone can we call him directly and talk to him please let me know how strongly you feel about having him as a support person thanks krishna x 35485 to pinnamaneni krishnarao hou ect ect cc subject ming sit krisna are you still interested in hiring ming sit through the research group if so please proceed and assign him to support ees please let me know if i need to provide any information thanks dennisforwarded by dennis benevides hou ees on 05 22 2000 09 43 am james w lewis 05 21
ham,e commerce continental europe hi sven thanks a lot for your note i think it would be great to see what we can do to help you joe s business units plenty of our knowledge is no longer proprietary in that quite a lot of this information is now in the public domain we can sit down and discuss this on thursday afternoon if that works for you regards anjam x 35383 sven becker 14 06 2000 19 10 to anjam ahmad lon ect ect cc clemens mueller lon ect ect subject research group intranet site anjam congratulations on your initiative i appreciate that you share this information throughout enron as you may know my group is working with joe s business units to create so called market hubs i see great potential in sharing some of the information that you ha
ham,maths course dear vince further to our telephone conversation that you very much for agreeing to participate in the financial mathematics training course as discussed i would be delighted if you could present the following sessions practical techniques to price exotic energy options evaluating methodologies for pricing exotics assessing the pros and cons of a partial differential equation applying multi factor models to price exotic energy derivatives building trees for pricing and hedging exotics pricing asian options bermudan and american style options spread and spark spread options multi commodity options practical example pricing swing optionsusing monte carlo techniques to value swing options pract
ham,latest draft comments vince this is my latest effort and i would appreciate your thoughts i know that we haven t written together before so let me assure me that you will not hurt my feelings by slashing away with a red pen i think that i have put all the clay on the table for this piece of sculpture but it is still pretty crude help me refine the work to create something we can both be very proud of by the way i know you are extremely busy right now so don t feel pressured to spend lots of time here any guidance you can offer will be appreciated i don t know what the editor s time schedule is but he asked me to send him a draft on monday you and i will still be able to edit the manuscript but he will begin reading and editing it too i ll let you know as
ham,entouch newsletter business highlights enron freight markets enron freight markets efm launched its over the road trucking business this week in addition efm completed 199 intermodal transactions in the first week of april ena west power ena west power recently closed the sale of two power projects the 750 mw pastoria energy facility in kern county california was sold to calpine and the 240 mw fountain valley power project in colorado was sold to black hills energy capital given the power shortage in the west ena is developing additional power generation in nevada california and washington enron industrial markets the newsprint group of eim is working to revolutionize the newsprint market and bring financial rigor and market efficiencies to a business that has r
ham,apr 20 wharton final agenda michael vince and i appreciate your keeping us involved with this event good luck and we hope to see you soon best christie forwarded by christie patrick hou ect on 04 18 2001 04 16 pm michael tomczyk on 04 18 2001 02 54 00 pm to vkamins enron com christie patrick enron com cc subject apr 20 wharton final agenda vince and christie i know you are unable to attend this week s event at wharton but i thought you would like to see the final agenda and i also wanted to remind you that about a week or so after the event we will post a summary of presentations and discussion insights on our website http emertech wharton upenn edu in addition to senior wharton facult
ham,confirmation of your order this is an automatic confirmation of the order you have placed using it central request number ecth 4 pcl 4 f order for maureen raymond 1 x option 128 mb upgrade for deskpro en 6600 144 enron it purchasing
ham,prob of default for e rating 7 as of 2 3 00 vincent i got the e rating and default probabilities for promigas from the credit group could you plug in these numbers to the loan guarantee model promigas is rated as bb ziminforwarded by zimin lu hou ect on 02 04 2000 08 41 am tanya rohauer 02 04 2000 07 27 am to zimin lu hou ect ect cc subject prob of default for e rating 7 as of 2 3 00
ham,fw resume for vince kaminski we just received this resume from an agency i had just heard this morning that an economist was coming into your group so i don t know if you are interested or not let me know if i can be of any help molly original message from graham toni sent thursday march 08 2001 2 07 pm to magee molly subject fw resume for vince kaminski original message from m eastman enron enron com sent thursday march 08 2001 1 53 pm to graham toni subject resume for vince kaminski johnathan is at 142 000 base 10 15 bonus he is a phd certified in financial risk management awaiting charter as cfa and the list goes on at kpmg his clients are financial institutions e commerce internet and high tech he has r
ham,fyi forward hi vince the following is what i wrote to molly as she prepares the contract for me to work with enron i thank you for allowing me to work with enron and will do all that i can to make you happy with my candiates and performance thank you for you support vince will check in soon jeff sorry about the mix up on the email molly i hope you get this one as most good corporations like enron have predefined contractual arrangements to do executive search business i will be happy to abide by your terms and rules and to be quite honest enron is about the best it gets so i prefer to not draft a contract this time or for this relationship i will wait for yours to be signed by me the only stipulation i request of you is that upon contractual performance en
ham,enron contact info dear vince christie and vasant thank you for the presentation to the enron tiger team it was most informative and well received by the students this is an exciting project and the students are enthusuastic and anxious to begin many thanks also for hosting the dinner at the palladium it was a wonderful opportunity to get to know more about the project as well the enron representatives and the students listed below is the contact information with team contacts identified i will send you the teams project preferences as soon as i recieve them from all the students it may be a good idea to contact the students before they leave for vacation 15 22 dec to see who is interested in a trip to houston in january for planning purposes they will return t
ham,course invoice vince hi hope you are well i m just dropping a note regarding invoice 215 which was for 5 people attending the energy and weather course our records show that it hasn t been paid which is good we will re do the invoice and charge you only for alex and tom s attendance since paulo didn t show is this ok with you by the way we only charged 250 a person for the weather course since it was suppose to be an exchange of information session and enron weather paid for the venue nice to have finally met you in houston julie
ham,term papers team can you resend your text document to vince asap we could open your spreadsheet ok but not the document vince s contact information is on the attached email below thanks jasonforwarded by jason sokolov hou ect on 05 04 2001 05 32 pm vince j kaminski 05 04 2001 05 29 pm to monfan rice edu cc vkaminski aol com jason sokolov hou ect ect vince j kaminski hou ect ect subject term papers felix please resend me the term papers of your group each as a separate file please send it to my aol address as well as work address my aol address is vkaminski aol com my home phone number is 281 367 5377 vince
ham,option pricing challenge zimin to generalize your initial comment for any process ds mu s t s dt sigma s t s dz the delta hedging argument leads to the black scholes pde this is true for any arbitrary functions mu and sigma and so includes gbm mean reversion and others there is no problem with this because in the risk neutral world which is what you enter if you can hedge the drift of the actual process is irrelevant i believe your concern is that you would like to see a different option price for mean reversion process this can only happen if the asset is not hedgeable and so the actual dynamics then need to be factored into the option pricing if you assume that the underlying is a non traded factor then the pde will have to reflect the mark
ham,as promised molly sorry about the mix up on the email molly i hope you get this one as most good corporations like enron have predefined contractual arrangements to do executive search business i will be happy to abide by your terms and rules and to be quite honest enron is about the best it gets so i prefer to not draft a contract this time or for this relationship i will wait for yours to be signed by me the only stipulation i request of you is that upon contractual performance enron accounts payable please wire my funds to my account as i have a multi currency account denominated in usd canadian or british pounds which ever fits you as i may need to pay my counterparts in the uk other than that i have no perplexities i will send you my wire instructions l
ham,reminder for dinner on saturday dec 2 nd this is to remind all of you of the dinner plan with family at my house on saturday dec 2 nd we will expect you at about 6 00 pm address 3410 s briarpark ln sugar land directions from downtown take 59 south all the way past sam houston beltway 8 and past highway 6 take the next exit first colony blvd sweetwater blvd take a left at the traffic light onto sweetwater blvd over the highway go straight on sweetwater blvd past a few traffic lights and a few stop signs after passing a golf course on the right you will get a subdivision crescents on the green on the right and a subdivision briarwood on the left take a left into the briarwood subdivision and an immediate right onto s briarpark ln there is only
ham,recommendation for john gordon dear vince i am writing to bring to your attention a gsia student john gordon who is currently being considered for enron s associates program my understanding is that mark courtney and andrew miles at enron are championing john as a late addition to the program while i know enron doesn t routinely recruit at gsia john would be an ideal candidate if you are willing to make an exception he is a terrific finance student with a strong transcript including an a in my options class since john has an engineering energy background he asked early on for additional background reading about finance and energy john is personable and outgoing normally the job market for someone of john s caliber would have already cleared but i have been tol
ham,enron research and ebs engineering and operations group technical forum kevin i would like to invite you to an off site meeting of john griebling s organization and the research group date april 27 april 29 location breckenridge colorado as you know john griebling is managing the network design and construction project currently under way in ebs the research group is actively involved in this effort which requires advanced quantitative skills in the area of stochastic optimization and stochastic processes for modeling and forecasting internet traffic flows the objective of this meeting is to develop common language and accomplish transfer of skills between the two groups to facilitate cooperation on this project in the future we are inviting ken rice and j
ham,interview follow up from susan v gonzalez nov 2 2000 michael roberts vice president reseach stinson gibner vice president reseach vincent kaminsik managing director research enron corp gentlemen thank you for the opportunity to learn about a new communication position within your group based on our discussions here are some initial thoughts observations on the job and the task daily email newsletter for primarily two audiences1 internal for employees available via the enron intranet 2 external for clients industry at large also suggest the newsletter be sent to a targeted group of trade press as this information tool builds momentum and credibility it will support the leadership positioning of enron
ham,marketpoint gas model john thanks for the information chaim and i were aware that you might be changing roles at enron i am delighted kim is slated to take over the reins working with vince kim has put in a good bit of time in the past few years reviewing our stuff and setting up contacts for us in your company we will give kim a call early next week after easter we have made a lot of progress on marketpoint which i think will be of keen interest to your team the introductory activity as well as the ongoing inhouse architecture are both improved relative to what you and your people were able to review and i anticipate you will be pleased and impressed john it isnt that easy for you to get away from us remember the story of the tar baby just kidding all the best
ham,the business of power june 23 2000 international electric industry conference for the past five years the association of power exchanges apex has held its business meetings in different locations around the world for the first time an industry conference is being held to compliment these meetings providing a means to connect industrial electricity exchanges isos and pools with senior leaders in the worldwide electric industry for more information we have attached an adobe acrobat pdf file the document requires adobe acrobat reader 2 1 or higher the latest version is available to download from http www adobe com or view our website http www apex 2000 conf com 12 apex 2000 pdf
ham,good looking guy hi vince look at this guy picture included he is lawrence the guy i spoke to you about last week that you said you wanted to see he asked me if he can do a phone interview i think williams ford and sdcera are soliciting him if i told him you and enron are interested he would drop the others off the map for a chance to interview with you i like him too as he follows my instructions as is pleasant to work with most are not do you want to chat with him on your command jeff wesley always held in strict confidence jeff wesley 949 813 2241 hotline 347 487 8957 voice fax us 44 845 3341644 uk get free secure online email at http www ziplip com imageo 02 jpg lawrenceagent 9498132241 new doc
ham,thursday instead friday john sherriff s asst has moved the meeting i hope this is still possible for you steveforwarded by steven leppard lon ect on 09 11 2000 08 05 lauren urquhart 07 11 2000 09 16 to steven leppard lon ect ect cc subject thursday instead friday hi steve steve the research meeting has been moved to thursday at 3 00 pm can you please let vince know thanks lauren
ham,hello vince vince can i call you tuesday morning about our writing project i have to be in austin for a dental appointment on monday at noon and that will probably wipe out the day give me a time and number where i can reach you john john d martin carr p collins chair in finance finance department baylor university po box 98004 waco tx 76798 254 710 4473 office 254 710 1092 fax j martin baylor edu web http hsb baylor edu html martinj home html
ham,wharton event junel 0 insead bryan i shall call you later today when i have a chance to read the message from ben i wanted to ask you for a favor on a very short notice we are talking to the wharton school about setting up a relationship with them and getting involved in one or more research projects with them one of the potential topics is emerging technologies the wharton offers a symposium in paris on june 10 on high tech acquisitions and it would make a lot of sense if you or somebody from london you could identify could attend and help us to evaluate the usefulness of this project i am enclosing the message from the person in wharton running this program vinceforwarded by vince j kaminski hou ect on 06 05 2000 09 08 am
ham,hib visa application sevil yaman margaret thanks for reminding me this issue i think i ll be fine until i start full time here in the research group as you know right now i am using curricular practical training as work permission and until i graduate i am allowed do as many as part time cpt i want to do because of tax purposes i think i ll use this right given to me in this case what i need to do is that after i and vince make sure about my full time start date this may happen in the beginning of 2002 i ll let you know and send you the necessary document you require to initiate my hlb visa application process thanks again sevil margaret daffin ect 25 04 2001 12 04 to sevil yaman corp enron enron cc norma villarreal enron enronxgate vince j kamins
ham,interview schedules for tony hamilton and damian likely please find the interview packets for the above referenced candidates the interviews will occur on friday january 26 2001 please print all documents for your reference hardcopies of their resumes will be delivered via runner if you have any questions or conflicts of schedule please do not hesitate to contact me shawn grady 58701
ham,energydesk com 2000 meeting to review the new initiative with a demonstration of the latest implementation with a view to identify the value we can add from the research group exact time tbc exact time and location tbc for a mutually convenient time
ham,term papers please respond to here is the excel file zipped you have to unzip to read it felixfelix feng lu mba candidate class 2001 jesse h jones graduate school of management rice university phone 713 942 8472 fax 714 908 7914 monfan rice edu original message from vince j kaminski enron com mailto vince j kaminski enron com sent friday may 04 2001 5 30 pm to monfan rice edu cc vkaminski aol com jason sokolov enron com vince j kaminski enron com subject term papers felix please resend me the term papers of your group each as a separate file please send it to my aol address as well as work address my aol address is vkaminski aol com my home phone number is 281 367
ham,actions on anjam s resignation i will sit anjam down before he leaves and explain the confidentiality provisions in his contract and that we will pursue them vigorously melanie can you give me a copy steve let me know when he is leaving i ll do it closer to the time richard steven leppard 26 10 2000 10 13 to dale surbey lon ect ect vince j kaminski hou ect ect melanie doyle lon ect ect cc richard lewis lon ect ect simon hastings lon ect ect subject actions on anjam s resignation all my preferred approach to dealing with anjam s departure is given below these recommendations are informed by the fact that i don t feel anjam has much to offer his next employer except what code and data he can remove from enron hr type stuff 1 get anja
ham,india database jim wade as you are aware i have been working with vince s group on the henwood model data the target was to have data on all india plants collected by jan 15 th we all know that getting power out o maharashtra holds the key to being able to solve the dabhol challenge with all of your help this model can become the tool that tells us exactly how that can be done and at what prices we are a substantial part of the way there on data collection and have got data of some 1500 plants across the country the spreadsheet for the same is attached this will help you answer any questions that come up in calls about the various plants please note that we are located in the western region or wr in the spreadsheet we will be further scrubbing the data and gett
ham,invitation wharton et events i agree if you are going to send an rsvp i suggest it be you me and christie patrick if any of us drop out we ll be able to fill the space mark
ham,moze cie to zainteresuje vince dawno ze soba nie rozmawialismy mam nadzieje ze u ciebie wszystko o k nie wiem czy znana jest ci postac prof aleksandra werona zajmuje sie on zastosowaniem metod matematycznych w inzynierii finansowej ostatnio natomiast skupil sie na rynku energii wraz z synem rafalem wydal ksiazke gielda energii strategie zarzadzania ryzykiem zawarte sa w niej podstawy zarzadzania ryzykiem na jego stronie internetowej http www im pwr wroc pl hugo fe html mozesz znalezc cos wiecej na temat tego czym sie zajmuje to co moze cie zainteresowac to moze byc strona http www im pwr wroc pl hugo rockets html ciekaw jestem co o tym sadzisz spotkalem sie z weronem kilkakrotnie na roznych seminariach zorganizowalem mu tez zobaczenie nasz
ham,removal of caps on resale of transmission on march 16 martin lin will be participating in a panel discussion with dick o neill of ferc a rep of morgan stanley and ed cazalet of apx on market turmoil trading and risk management harvard electricity group at the present time except in several limited regions marketers do not have the ability to hedge transmission risk by reselling it above cost last year we approached dick o neill s staff about the possibility of lifting the cap on resales of transmission but they were not inclined to proceed absent the use of certain restrictions there have been several recent developments in power and gas as discussed in the attached memo it would be helpful for martin to discuss these recent orders as necessary in order to at
ham,sokolov eis expenses hi kevin i was out of the office on thursday and friday i have discussed this with vince kaminski and he says the charges are correct jason sokolov reports to tanya tamarchenko in the research group and all of their costs are charged to rac if you need further verification please contact vince kaminski at 3 3848 thanks shirley crenshaw administrative coordinator enron research group 3 5290forwarded by shirley crenshaw hou ect on 03 19 2001 07 45 am anita dupont enron 03 15 2001 05 20 pm to shirley crenshaw hou ect ect cc vince j kaminski hou ect ect vasant shanbhogue hou ect ect subject sokolov eis expensesforwarded by anita dupont na enron on 03
ham,internship dr kaminski sounds good you all have a nice weekend and 4 th shane original message from to cc sent friday june 30 2000 2 33 pm subject internship shane monday would work for us my assistant will contact you wednesday to arrange the interviews vince shane green on 06 30 2000 11 33 53 am to cc subject internshipdr kaminski i just wanted to touch base and see if i needed to snail mail a copy of my resume or get in touch with anyone else over at enron the finance department at lsu will be sending out financial award letters to new ph d students before long and my interning at enron would free up some additional departmental funds in addition if i will be here in b
ham,powerisk 2001 your invitation angelika yes vince angelika staude on 04 12 2001 03 01 25 am to vince j kaminski enron com cc subject powerisk 2001 your invitation vince brilliant thanks same sub points same bio best regards angelika staude director gas powerisk 2001 tel 0044 207 915 5675 fax 0044 207 915 5101 www icbi uk com powerisk original message from vince j kaminski enron com mailto vince j kaminski enron com sent wednesday april 11 2001 6 59 pm to astaude iirltd co uk cc vince j kaminski enron com subject powerisk 2001 your invitation angelika thanks for the invitation yes i shall be glad to attend and repeat the same presentation vince angelika staude on 04 09 2001 04 19 08 am t
ham,hello vince thank you for the update i will be back in the office january 8 have a great new year gerry original message from vince j kaminski enron com mailto vince j kaminski enron com sent thursday december 21 2000 5 35 pm to gsheble iastate edu cc vince j kaminski enron com subject hello gerry let me review my calendar in the beginning of the next year and i shall e mail you with a suggested date my assistant will update my schedule for 2001 in the first week of january and i shall be able to select a date for ypur presentaton vince kaminski sheble g b on 12 21 2000 10 43 50 am to vince j kaminski enron com cc subject hello dear mr kaminski please excuse the cancellation due to illness the students
ham,congratulations congratulations on your promotion to managing director it s great that your hard work and dedication to enron have been recognized sherry
ham,meeting wharton strategy jennifer i am available for 30 minutes on fri oct 30 a meeting at 8 30 would work better for me vince jennifer burns 10 24 2000 04 14 pm to michele nezi marvin enron communications enron communications mark palmer corp enron enron cindy derecskey corp enron enron vince j kaminski hou ect ect shirley crenshaw hou ect ect beth miertschin hou ect ect christie patrick hou ect ect kristin gandy na enron enron cc subject meeting wharton strategy lets try for friday october 27 9 00 am please let me know if you are available thanks forwarded by jennifer burns hou ect on 10 24 2000 04 07 pm jennifer burns 10 23 2000 11 08 am to michele nezi marvin
